,gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id,hgnc_id_exists,panther_id,tigrfam_id,wikigene_name,gene_description,pid_suffix
4131,ENSG00000234032,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",PTHR11946
4148,ENSG00000281500,protein_coding,SLC37A4,SLC37A4,HGNC:4061,True,PTHR43826,TIGR00881,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061],PTHR43826
4149,ENSG00000281500,protein_coding,SLC37A4,SLC37A4,HGNC:4061,True,PTHR43826:SF3,TIGR00881,SLC37A4,solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061],SF3
4261,ENSG00000233149,protein_coding,GTF2H4,GTF2H4,HGNC:4658,True,PTHR13152,TIGR00625,,general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658],PTHR13152
4298,ENSG00000223494,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",PTHR11946
4299,ENSG00000223494,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946:SF71,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",SF71
4321,ENSG00000183463,protein_coding,URAD,URAD,HGNC:17785,True,PTHR43466,TIGR03164,URAD,ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785],PTHR43466
4328,ENSG00000230985,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946:SF71,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",SF71
4329,ENSG00000230985,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",PTHR11946
4365,ENSG00000230705,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",PTHR24221
4366,ENSG00000230705,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221:SF249,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",SF249
4403,ENSG00000206476,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946:SF71,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",SF71
4404,ENSG00000206476,protein_coding,VARS2,VARS2,HGNC:21642,True,PTHR11946,TIGR00422,VARS2,"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",PTHR11946
4407,ENSG00000281165,protein_coding,SLC2A6,SLC2A6,HGNC:11011,True,PTHR48021,TIGR00879,SLC2A6,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011],PTHR48021
4408,ENSG00000281165,protein_coding,SLC2A6,SLC2A6,HGNC:11011,True,PTHR48021:SF59,TIGR00879,SLC2A6,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011],SF59
4415,ENSG00000281221,protein_coding,PSMC4,PSMC4,HGNC:9551,True,PTHR23073:SF120,TIGR01242,PSMC4,"proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]",SF120
4416,ENSG00000281221,protein_coding,PSMC4,PSMC4,HGNC:9551,True,PTHR23073,TIGR01242,PSMC4,"proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]",PTHR23073
4527,ENSG00000236895,protein_coding,GTF2H4,GTF2H4,HGNC:4658,True,PTHR13152,TIGR00625,,general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658],PTHR13152
4608,ENSG00000226850,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],PTHR12713
4609,ENSG00000226850,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713:SF13,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],SF13
4808,ENSG00000230900,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],PTHR12713
4809,ENSG00000230900,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713:SF13,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],SF13
4812,ENSG00000223639,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],PTHR43920
4813,ENSG00000223639,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920:SF2,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],SF2
4822,ENSG00000224212,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",PTHR24221
4823,ENSG00000224212,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221:SF249,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",SF249
4838,ENSG00000234668,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],PTHR12713
4839,ENSG00000234668,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713:SF13,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],SF13
4879,ENSG00000282088,protein_coding,,,,False,PTHR18945:SF845,TIGR00860,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit [Source:NCBI gene (formerly Entrezgene);Acc:1139],SF845
4880,ENSG00000282088,protein_coding,,,,False,PTHR18945,TIGR00860,CHRNA7,cholinergic receptor nicotinic alpha 7 subunit [Source:NCBI gene (formerly Entrezgene);Acc:1139],PTHR18945
4899,ENSG00000206299,protein_coding,TAP2,TAP2,HGNC:44,True,PTHR24221,TIGR00958,TAP2,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",PTHR24221
4900,ENSG00000206299,protein_coding,TAP2,TAP2,HGNC:44,True,PTHR24221:SF237,TIGR00958,TAP2,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",SF237
4962,ENSG00000282958,protein_coding,HNRNPR,HNRNPR,HGNC:5047,True,PTHR21245,TIGR01648,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],PTHR21245
4963,ENSG00000282958,protein_coding,HNRNPR,HNRNPR,HGNC:5047,True,PTHR21245:SF5,TIGR01648,HNRNPR,heterogeneous nuclear ribonucleoprotein R [Source:HGNC Symbol;Acc:HGNC:5047],SF5
4968,ENSG00000231945,protein_coding,VARS1,VARS1,HGNC:12651,True,PTHR11946:SF110,TIGR00422,VARS1,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651],SF110
4969,ENSG00000231945,protein_coding,VARS1,VARS1,HGNC:12651,True,PTHR11946,TIGR00422,VARS1,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651],PTHR11946
5001,ENSG00000282941,protein_coding,TCEA3,TCEA3,HGNC:11615,True,PTHR11477:SF4,TIGR01385,TCEA3,transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615],SF4
5002,ENSG00000282941,protein_coding,TCEA3,TCEA3,HGNC:11615,True,PTHR11477,TIGR01385,TCEA3,transcription elongation factor A3 [Source:HGNC Symbol;Acc:HGNC:11615],PTHR11477
5012,ENSG00000227642,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434:SF46,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],SF46
5013,ENSG00000227642,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],PTHR10434
5109,ENSG00000235758,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434:SF46,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],SF46
5110,ENSG00000235758,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],PTHR10434
5134,ENSG00000226417,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],PTHR43920
5135,ENSG00000226417,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920:SF2,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],SF2
5142,ENSG00000168461,protein_coding,RAB31,RAB31,HGNC:9771,True,PTHR24073:SF588,TIGR00231,RAB31,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",SF588
5143,ENSG00000168461,protein_coding,RAB31,RAB31,HGNC:9771,True,PTHR24073,TIGR00231,RAB31,"RAB31, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9771]",PTHR24073
5163,ENSG00000206324,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434:SF46,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],SF46
5164,ENSG00000206324,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],PTHR10434
5342,ENSG00000178127,protein_coding,NDUFV2,NDUFV2,HGNC:7717,True,PTHR10371,TIGR01958,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2 [Source:HGNC Symbol;Acc:HGNC:7717],PTHR10371
5367,ENSG00000228892,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434:SF46,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],SF46
5368,ENSG00000228892,protein_coding,AGPAT1,AGPAT1,HGNC:324,True,PTHR10434,TIGR00530,AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324],PTHR10434
5412,ENSG00000226248,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],PTHR43920
5413,ENSG00000226248,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920:SF2,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],SF2
5467,ENSG00000283447,protein_coding,NDUFS1,NDUFS1,HGNC:7707,True,PTHR11615,TIGR01973,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707],PTHR11615
5468,ENSG00000283447,protein_coding,NDUFS1,NDUFS1,HGNC:7707,True,PTHR11615:SF6,TIGR01973,NDUFS1,NADH:ubiquinone oxidoreductase core subunit S1 [Source:HGNC Symbol;Acc:HGNC:7707],SF6
5478,ENSG00000281917,protein_coding,SLC16A1,SLC16A1,HGNC:10922,True,PTHR11360:SF24,TIGR00892,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],SF24
5479,ENSG00000281917,protein_coding,SLC16A1,SLC16A1,HGNC:10922,True,PTHR11360,TIGR00892,SLC16A1,solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922],PTHR11360
5497,ENSG00000243927,protein_coding,MRPS6,MRPS6,HGNC:14051,True,PTHR21011,TIGR00166,MRPS6,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051],PTHR21011
5498,ENSG00000243927,protein_coding,MRPS6,MRPS6,HGNC:14051,True,PTHR21011:SF1,TIGR00166,MRPS6,mitochondrial ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:14051],SF1
5524,ENSG00000227587,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],PTHR12713
5525,ENSG00000227587,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713:SF13,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],SF13
5552,ENSG00000198743,protein_coding,SLC5A3,SLC5A3,HGNC:11038,True,PTHR11819,TIGR00813,SLC5A3,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038],PTHR11819
5553,ENSG00000198743,protein_coding,SLC5A3,SLC5A3,HGNC:11038,True,PTHR11819:SF150,TIGR00813,SLC5A3,solute carrier family 5 member 3 [Source:HGNC Symbol;Acc:HGNC:11038],SF150
5575,ENSG00000167315,protein_coding,ACAA2,ACAA2,HGNC:83,True,PTHR18919:SF145,TIGR01930,ACAA2,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],SF145
5576,ENSG00000167315,protein_coding,ACAA2,ACAA2,HGNC:83,True,PTHR18919,TIGR01930,ACAA2,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],PTHR18919
5603,ENSG00000206445,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],PTHR12713
5604,ENSG00000206445,protein_coding,ATP6V1G2,ATP6V1G2,HGNC:862,True,PTHR12713:SF13,TIGR01147,ATP6V1G2,ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862],SF13
5610,ENSG00000221974,protein_coding,GTF2H4,GTF2H4,HGNC:4658,True,PTHR13152,TIGR00625,,general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658],PTHR13152
5638,ENSG00000156261,protein_coding,CCT8,CCT8,HGNC:1623,True,PTHR11353,TIGR02346,CCT8,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623],PTHR11353
5639,ENSG00000156261,protein_coding,CCT8,CCT8,HGNC:1623,True,PTHR11353:SF78,TIGR02346,CCT8,chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623],SF78
5771,ENSG00000282947,protein_coding,HNRNPL,HNRNPL,HGNC:5045,True,PTHR15592,TIGR01649,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],PTHR15592
5772,ENSG00000282947,protein_coding,HNRNPL,HNRNPL,HGNC:5045,True,PTHR15592:SF20,TIGR01649,HNRNPL,heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045],SF20
5810,ENSG00000237599,protein_coding,TAP2,TAP2,HGNC:44,True,PTHR24221,TIGR00958,TAP2,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",PTHR24221
5811,ENSG00000237599,protein_coding,TAP2,TAP2,HGNC:44,True,PTHR24221:SF237,TIGR00958,TAP2,"transporter 2, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:44]",SF237
5824,ENSG00000185721,protein_coding,DRG1,DRG1,HGNC:3029,True,PTHR43127,TIGR00231,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029],PTHR43127
5825,ENSG00000185721,protein_coding,DRG1,DRG1,HGNC:3029,True,PTHR43127:SF1,TIGR00231,DRG1,developmentally regulated GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3029],SF1
5831,ENSG00000139514,protein_coding,SLC7A1,SLC7A1,HGNC:11057,True,PTHR43243:SF28,TIGR00906,SLC7A1,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057],SF28
5832,ENSG00000139514,protein_coding,SLC7A1,SLC7A1,HGNC:11057,True,PTHR43243,TIGR00906,SLC7A1,solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057],PTHR43243
5857,ENSG00000088386,protein_coding,SLC15A1,SLC15A1,HGNC:10920,True,PTHR11654,TIGR00926,SLC15A1,solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920],PTHR11654
5858,ENSG00000088386,protein_coding,SLC15A1,SLC15A1,HGNC:10920,True,PTHR11654:SF89,TIGR00926,SLC15A1,solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920],SF89
5876,ENSG00000152214,protein_coding,RIT2,RIT2,HGNC:10017,True,PTHR24070,TIGR00231,RIT2,Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017],PTHR24070
5877,ENSG00000152214,protein_coding,RIT2,RIT2,HGNC:10017,True,PTHR24070:SF203,TIGR00231,RIT2,Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017],SF203
5945,ENSG00000283104,protein_coding,SARS2,SARS2,HGNC:17697,True,PTHR11778:SF7,TIGR00414,SARS2,"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",SF7
5946,ENSG00000283104,protein_coding,SARS2,SARS2,HGNC:17697,True,PTHR11778,TIGR00414,SARS2,"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",PTHR11778
6000,ENSG00000282835,protein_coding,,,,False,PTHR11778,TIGR00414,,novel protein,PTHR11778
6006,ENSG00000283018,protein_coding,MRPS12,MRPS12,HGNC:10380,True,PTHR11652:SF60,TIGR00981,MRPS12,mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380],SF60
6007,ENSG00000283018,protein_coding,MRPS12,MRPS12,HGNC:10380,True,PTHR11652,TIGR00981,MRPS12,mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380],PTHR11652
6053,ENSG00000283946,protein_coding,CHRNB1,CHRNB1,HGNC:1961,True,PTHR18945:SF477,TIGR00860,CHRNB1,cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961],SF477
6054,ENSG00000283946,protein_coding,CHRNB1,CHRNB1,HGNC:1961,True,PTHR18945,TIGR00860,CHRNB1,cholinergic receptor nicotinic beta 1 subunit [Source:HGNC Symbol;Acc:HGNC:1961],PTHR18945
6064,ENSG00000284776,protein_coding,,,,False,PTHR10472,TIGR00256,,novel protein,PTHR10472
6065,ENSG00000284776,protein_coding,,,,False,PTHR10472:SF7,TIGR00256,,novel protein,SF7
6167,ENSG00000206297,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",PTHR24221
6168,ENSG00000206297,protein_coding,TAP1,TAP1,HGNC:43,True,PTHR24221:SF249,TIGR00958,TAP1,"transporter 1, ATP binding cassette subfamily B member [Source:HGNC Symbol;Acc:HGNC:43]",SF249
6192,ENSG00000206394,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],PTHR43920
6193,ENSG00000206394,protein_coding,CLIC1,CLIC1,HGNC:2062,True,PTHR43920:SF2,TIGR00862,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],SF2
6219,ENSG00000088320,protein_coding,REM1,REM1,HGNC:15922,True,PTHR45775:SF2,TIGR00231,REM1,RRAD and GEM like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:15922],SF2
6220,ENSG00000088320,protein_coding,REM1,REM1,HGNC:15922,True,PTHR45775,TIGR00231,REM1,RRAD and GEM like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:15922],PTHR45775
6221,ENSG00000041353,protein_coding,RAB27B,RAB27B,HGNC:9767,True,PTHR47977:SF33,TIGR00231,RAB27B,"RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]",SF33
6222,ENSG00000041353,protein_coding,RAB27B,RAB27B,HGNC:9767,True,PTHR47977,TIGR00231,RAB27B,"RAB27B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9767]",PTHR47977
6422,ENSG00000131069,protein_coding,ACSS2,ACSS2,HGNC:15814,True,PTHR24095,TIGR02188,ACSS2,acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814],PTHR24095
6423,ENSG00000131069,protein_coding,ACSS2,ACSS2,HGNC:15814,True,PTHR24095:SF126,TIGR02188,ACSS2,acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814],SF126
6435,ENSG00000100170,protein_coding,SLC5A1,SLC5A1,HGNC:11036,True,PTHR11819:SF151,TIGR00813,,solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036],SF151
6436,ENSG00000100170,protein_coding,SLC5A1,SLC5A1,HGNC:11036,True,PTHR11819,TIGR00813,,solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036],PTHR11819
6587,ENSG00000141458,protein_coding,NPC1,NPC1,HGNC:7897,True,PTHR45727,TIGR00917,NPC1,NPC intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7897],PTHR45727
6681,ENSG00000166562,protein_coding,SEC11C,SEC11C,HGNC:23400,True,PTHR10806:SF12,TIGR02228,SEC11C,"SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]",SF12
6682,ENSG00000166562,protein_coding,SEC11C,SEC11C,HGNC:23400,True,PTHR10806,TIGR02228,SEC11C,"SEC11 homolog C, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:23400]",PTHR10806
6710,ENSG00000241837,protein_coding,ATP5PO,ATP5PO,HGNC:850,True,PTHR11910:SF1,TIGR01145,,ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850],SF1
6711,ENSG00000241837,protein_coding,ATP5PO,ATP5PO,HGNC:850,True,PTHR11910,TIGR01145,,ATP synthase peripheral stalk subunit OSCP [Source:HGNC Symbol;Acc:HGNC:850],PTHR11910
6744,ENSG00000284984,protein_coding,RHOU,RHOU,HGNC:17794,True,PTHR24072:SF148,TIGR00231,,ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794],SF148
6745,ENSG00000284984,protein_coding,RHOU,RHOU,HGNC:17794,True,PTHR24072,TIGR00231,,ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794],PTHR24072
6754,ENSG00000170191,protein_coding,NANP,NANP,HGNC:16140,True,PTHR46470,TIGR01549,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140],PTHR46470
6755,ENSG00000170191,protein_coding,NANP,NANP,HGNC:16140,True,PTHR46470,TIGR02253,NANP,N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140],PTHR46470
6774,ENSG00000186009,protein_coding,ATP4B,ATP4B,HGNC:820,True,PTHR11523,TIGR01107,ATP4B,ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820],PTHR11523
6775,ENSG00000186009,protein_coding,ATP4B,ATP4B,HGNC:820,True,PTHR11523:SF11,TIGR01107,ATP4B,ATPase H+/K+ transporting subunit beta [Source:HGNC Symbol;Acc:HGNC:820],SF11
6985,ENSG00000241360,protein_coding,PDXP,PDXP,HGNC:30259,True,PTHR19288:SF67,TIGR01452,PDXP,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259],SF67
6986,ENSG00000241360,protein_coding,PDXP,PDXP,HGNC:30259,True,PTHR19288,TIGR01452,PDXP,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259],PTHR19288
6987,ENSG00000241360,protein_coding,PDXP,PDXP,HGNC:30259,True,PTHR19288:SF67,TIGR01460,PDXP,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259],SF67
6988,ENSG00000241360,protein_coding,PDXP,PDXP,HGNC:30259,True,PTHR19288,TIGR01460,PDXP,pyridoxal phosphatase [Source:HGNC Symbol;Acc:HGNC:30259],PTHR19288
7023,ENSG00000178605,protein_coding,GTPBP6,GTPBP6,HGNC:30189,True,PTHR10229:SF0,TIGR03156,,GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189],SF0
7024,ENSG00000178605,protein_coding,GTPBP6,GTPBP6,HGNC:30189,True,PTHR10229,TIGR03156,,GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189],PTHR10229
7031,ENSG00000064655,protein_coding,EYA2,EYA2,HGNC:3520,True,PTHR10190:SF7,TIGR01658,EYA2,EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520],SF7
7032,ENSG00000064655,protein_coding,EYA2,EYA2,HGNC:3520,True,PTHR10190,TIGR01658,EYA2,EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520],PTHR10190
7035,ENSG00000156239,protein_coding,N6AMT1,N6AMT1,HGNC:16021,True,PTHR45875,TIGR00537,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021],PTHR45875
7036,ENSG00000156239,protein_coding,N6AMT1,N6AMT1,HGNC:16021,True,PTHR45875:SF3,TIGR00537,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021],SF3
7078,ENSG00000249209,protein_coding,,,,False,PTHR11910:SF1,TIGR01145,,novel protein similar to ATP synthase delta (OSCP) subunit domain,SF1
7079,ENSG00000249209,protein_coding,,,,False,PTHR11910,TIGR01145,,novel protein similar to ATP synthase delta (OSCP) subunit domain,PTHR11910
7093,ENSG00000169093,protein_coding,ASMTL,ASMTL,HGNC:751,True,PTHR43213,TIGR00172,ASMTL,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751],PTHR43213
7094,ENSG00000169093,protein_coding,ASMTL,ASMTL,HGNC:751,True,PTHR43213:SF5,TIGR00172,ASMTL,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751],SF5
7095,ENSG00000169093,protein_coding,ASMTL,ASMTL,HGNC:751,True,PTHR11746,TIGR00172,ASMTL,acetylserotonin O-methyltransferase like [Source:HGNC Symbol;Acc:HGNC:751],PTHR11746
